,Attrition_Flag,Age,Gender,Dependent_Count,Education,Marital_Status,Income,Card_Category,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
6777,Attrited Customer,41.0,F,5,Post-Graduate,Married,Less than $40K,Blue,36,5,3.0,3.0,1495.0,0,1495.0,0.6859999999999999,2622.0,70.0,0.628,0.0
6778,Attrited Customer,37.0,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3.0,2.0,1959.0,662,1297.0,0.888,3046.0,52.0,0.7929999999999999,0.33799999999999997
6779,Existing Customer,60.0,F,1,Graduate,Divorced,Less than $40K,Blue,53,5,5.0,3.0,2903.0,1251,1652.0,0.879,4555.0,76.0,0.727,0.431
6780,Existing Customer,47.0,F,3,Uneducated,Single,$40K - $60K,Blue,35,6,5.0,2.0,4543.0,1028,3515.0,0.799,4093.0,77.0,0.5710000000000001,0.226
6781,Existing Customer,42.0,F,1,College,Married,Unknown,Blue,33,4,4.0,3.0,3119.0,1328,1791.0,0.9670000000000001,4659.0,82.0,0.6729999999999999,0.426
6782,Existing Customer,42.0,M,1,Uneducated,Unknown,$80K - $120K,Blue,29,4,3.0,3.0,17506.0,1979,15527.0,0.447,4199.0,73.0,0.659,0.113
6783,Attrited Customer,50.0,F,2,Unknown,Married,Less than $40K,Blue,43,3,3.0,2.0,1438.3,910,528.3,0.66,2370.0,44.0,0.467,0.633
6784,Existing Customer,49.0,F,2,Uneducated,Married,Unknown,Blue,41,3,5.0,2.0,3128.0,749,2379.0,0.598,4369.0,59.0,0.735,0.239
6785,Attrited Customer,36.0,F,2,High School,Single,Unknown,Blue,26,3,2.0,2.0,5956.0,2517,3439.0,0.877,2828.0,46.0,0.484,0.423
6786,Existing Customer,43.0,M,4,Unknown,Unknown,Less than $40K,Blue,35,3,3.0,2.0,4177.0,2094,2083.0,0.466,3553.0,66.0,0.65,0.501
6787,Existing Customer,57.0,M,2,Unknown,Single,$80K - $120K,Blue,48,6,4.0,3.0,13457.0,1044,12413.0,0.722,3303.0,66.0,0.737,0.078
6788,Existing Customer,45.0,M,4,College,Divorced,$80K - $120K,Blue,37,6,5.0,1.0,1535.0,0,1535.0,0.77,5168.0,76.0,0.81,0.0
6789,Existing Customer,41.0,F,3,Graduate,Married,Less than $40K,Blue,36,4,3.0,3.0,3203.0,2366,837.0,0.665,4282.0,82.0,0.7829999999999999,0.7390000000000001
6790,Attrited Customer,39.0,F,2,Graduate,Divorced,Less than $40K,Blue,36,5,2.0,3.0,2092.0,0,2092.0,0.42200000000000004,2015.0,33.0,0.26899999999999996,0.0
6791,Existing Customer,44.0,F,3,Graduate,Married,Less than $40K,Blue,36,6,5.0,3.0,2420.0,1223,1197.0,0.718,4954.0,82.0,0.7829999999999999,0.505
6792,Existing Customer,43.0,F,3,High School,Single,Less than $40K,Blue,36,5,3.0,3.0,2313.0,1325,988.0,0.723,5006.0,76.0,0.81,0.573
6793,Existing Customer,56.0,M,2,Graduate,Married,$40K - $60K,Blue,49,3,5.0,3.0,3059.0,2387,672.0,0.8079999999999999,4774.0,81.0,0.7609999999999999,0.78
6794,Existing Customer,41.0,F,1,Uneducated,Married,$40K - $60K,Blue,36,3,4.0,1.0,2235.0,1688,547.0,0.631,4633.0,79.0,0.795,0.755
6795,Existing Customer,49.0,F,1,Unknown,Married,Less than $40K,Blue,37,5,5.0,2.0,3208.0,0,3208.0,0.9229999999999999,4531.0,86.0,0.83,0.0
6796,Existing Customer,43.0,M,2,Graduate,Unknown,$60K - $80K,Blue,25,5,3.0,1.0,7534.0,0,7534.0,0.5870000000000001,4685.0,79.0,0.975,0.0
6797,Existing Customer,39.0,F,1,Graduate,Unknown,Less than $40K,Blue,25,4,2.0,3.0,2006.0,1197,809.0,0.877,4139.0,69.0,0.769,0.597
6798,Existing Customer,46.0,M,4,Unknown,Divorced,$60K - $80K,Blue,32,5,3.0,3.0,1438.3,738,700.3,0.7090000000000001,4368.0,87.0,0.74,0.513
6799,Existing Customer,49.0,M,3,Unknown,Married,$80K - $120K,Blue,42,3,3.0,1.0,14044.0,0,14044.0,0.715,4889.0,89.0,0.8540000000000001,0.0
6800,Existing Customer,44.0,M,4,College,Single,$60K - $80K,Blue,38,6,3.0,3.0,5005.0,969,4036.0,0.727,5066.0,71.0,0.821,0.19399999999999998
6802,Existing Customer,56.0,F,0,Unknown,Single,Less than $40K,Blue,36,5,4.0,2.0,3033.0,0,3033.0,0.89,4921.0,90.0,0.698,0.0
6803,Existing Customer,56.0,F,1,Graduate,Unknown,$40K - $60K,Blue,36,5,4.0,1.0,5204.0,0,5204.0,1.008,5285.0,82.0,0.8640000000000001,0.0
6804,Existing Customer,57.0,F,1,High School,Single,Less than $40K,Blue,41,4,4.0,3.0,2442.0,1699,743.0,0.639,4313.0,75.0,0.562,0.696
6805,Existing Customer,51.0,F,2,Graduate,Single,Less than $40K,Blue,46,3,3.0,3.0,2429.0,1250,1179.0,0.983,4761.0,99.0,0.7070000000000001,0.515
6806,Existing Customer,60.0,F,0,High School,Single,$40K - $60K,Blue,56,3,5.0,2.0,2213.0,829,1384.0,0.639,4210.0,84.0,0.7140000000000001,0.375
6807,Existing Customer,43.0,F,4,Graduate,Married,Less than $40K,Blue,32,6,3.0,1.0,2624.0,1117,1507.0,0.826,3929.0,67.0,0.595,0.426
6808,Existing Customer,37.0,F,1,College,Single,$40K - $60K,Blue,32,4,2.0,3.0,1976.0,0,1976.0,0.812,4424.0,73.0,0.659,0.0
6809,Existing Customer,46.0,F,3,Graduate,Single,$40K - $60K,Blue,41,4,5.0,3.0,3492.0,1546,1946.0,1.135,3043.0,53.0,1.038,0.44299999999999995
6810,Attrited Customer,50.0,F,4,High School,Married,Less than $40K,Blue,36,1,3.0,2.0,3546.0,0,3546.0,0.7909999999999999,2616.0,47.0,0.469,0.0
6811,Attrited Customer,38.0,F,3,High School,Unknown,Less than $40K,Blue,36,5,3.0,3.0,2989.0,2387,602.0,0.4370000000000001,2143.0,67.0,0.5579999999999999,0.799
6812,Existing Customer,44.0,F,4,Graduate,Married,$40K - $60K,Blue,29,3,1.0,2.0,1438.3,0,1438.3,0.742,3971.0,60.0,0.667,0.0
6813,Existing Customer,52.0,F,4,Uneducated,Divorced,Unknown,Blue,48,5,5.0,2.0,1438.3,771,667.3,0.652,5053.0,74.0,0.9470000000000001,0.536
6814,Existing Customer,37.0,F,3,High School,Unknown,Less than $40K,Blue,36,6,4.0,2.0,1438.3,636,802.3,0.838,4824.0,83.0,0.7659999999999999,0.442
6815,Existing Customer,45.0,F,1,Unknown,Married,Less than $40K,Blue,33,6,3.0,2.0,1438.3,1201,237.3,0.7490000000000001,4851.0,86.0,0.72,0.835
6816,Existing Customer,40.0,F,4,Post-Graduate,Single,$40K - $60K,Blue,31,4,2.0,1.0,2383.0,1828,555.0,0.8140000000000001,4759.0,75.0,0.7440000000000001,0.767
6817,Existing Customer,51.0,M,2,Graduate,Married,$80K - $120K,Blue,34,5,4.0,1.0,13587.0,2374,11213.0,0.789,4995.0,88.0,0.6920000000000001,0.175
6818,Existing Customer,57.0,F,3,Graduate,Single,Less than $40K,Blue,52,5,5.0,0.0,3085.0,0,3085.0,0.7190000000000001,3946.0,73.0,0.825,0.0
6819,Existing Customer,40.0,M,4,Uneducated,Single,$80K - $120K,Blue,36,4,3.0,2.0,32431.0,850,31581.0,0.9259999999999999,4400.0,71.0,1.088,0.026000000000000002
6820,Existing Customer,61.0,F,0,Graduate,Single,Less than $40K,Blue,36,5,3.0,3.0,2207.0,2020,187.0,0.693,4348.0,84.0,0.647,0.915
6821,Existing Customer,57.0,F,3,High School,Unknown,Less than $40K,Blue,39,6,4.0,2.0,2781.0,992,1789.0,0.701,4577.0,81.0,0.929,0.35700000000000004
6822,Attrited Customer,40.0,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2.0,2.0,6921.0,0,6921.0,0.8240000000000001,2729.0,44.0,0.467,0.0
6823,Existing Customer,50.0,F,3,Graduate,Single,Less than $40K,Blue,36,6,5.0,2.0,7596.0,1156,6440.0,0.611,4338.0,73.0,0.738,0.152
6824,Existing Customer,42.0,F,3,Uneducated,Married,Unknown,Blue,24,5,1.0,3.0,4568.0,2025,2543.0,0.8490000000000001,4869.0,85.0,0.848,0.44299999999999995
6825,Existing Customer,43.0,F,4,Graduate,Single,$40K - $60K,Blue,24,6,1.0,1.0,6475.0,1686,4789.0,0.6990000000000001,3837.0,65.0,0.667,0.26
6826,Attrited Customer,46.0,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3.0,3.0,9949.0,0,9949.0,0.574,2207.0,40.0,0.48100000000000004,0.0
6827,Existing Customer,42.0,F,3,College,Married,Less than $40K,Blue,37,5,4.0,2.0,2238.0,1693,545.0,0.7140000000000001,5339.0,86.0,0.45799999999999996,0.7559999999999999
6828,Existing Customer,41.0,F,2,College,Married,Less than $40K,Blue,36,5,5.0,1.0,1438.3,0,1438.3,0.6859999999999999,4565.0,84.0,0.7140000000000001,0.0
6829,Existing Customer,50.0,F,0,High School,Single,Less than $40K,Blue,43,6,4.0,2.0,2670.0,1944,726.0,0.628,4491.0,65.0,0.667,0.728
6830,Existing Customer,42.0,F,3,Graduate,Single,Less than $40K,Blue,28,6,2.0,1.0,1438.3,0,1438.3,0.46,4482.0,74.0,0.644,0.0
6831,Existing Customer,43.0,M,3,Post-Graduate,Single,$40K - $60K,Blue,32,3,3.0,2.0,2142.0,1369,773.0,0.6659999999999999,4424.0,88.0,0.66,0.639
6832,Existing Customer,58.0,F,1,Uneducated,Single,Less than $40K,Blue,43,4,4.0,2.0,3382.0,1446,1936.0,0.705,4854.0,74.0,0.682,0.428
6833,Existing Customer,52.0,F,2,Graduate,Single,Unknown,Blue,46,3,3.0,3.0,8961.0,1382,7579.0,0.797,4408.0,80.0,0.778,0.154
6834,Existing Customer,40.0,F,4,High School,Married,Less than $40K,Blue,33,4,5.0,3.0,1762.0,1224,538.0,0.815,4899.0,87.0,0.812,0.695
6835,Existing Customer,41.0,F,4,Graduate,Divorced,$40K - $60K,Blue,36,3,3.0,2.0,1919.0,867,1052.0,0.741,4996.0,92.0,0.7040000000000001,0.452
6836,Existing Customer,59.0,F,0,Graduate,Married,Less than $40K,Blue,53,4,5.0,1.0,3054.0,2517,537.0,1.061,4706.0,84.0,0.647,0.8240000000000001
6837,Existing Customer,45.0,F,3,Unknown,Single,Unknown,Blue,27,4,1.0,2.0,1877.0,0,1877.0,0.752,4854.0,80.0,0.818,0.0
6838,Existing Customer,52.0,F,3,High School,Married,Less than $40K,Blue,40,4,4.0,1.0,4223.0,2235,1988.0,0.863,3669.0,62.0,1.138,0.529
6839,Attrited Customer,36.0,F,2,Graduate,Married,Less than $40K,Blue,23,4,2.0,2.0,1666.0,813,853.0,0.813,2622.0,60.0,0.818,0.488
6840,Existing Customer,43.0,F,2,Graduate,Divorced,Less than $40K,Blue,33,4,3.0,2.0,2422.0,1237,1185.0,0.925,5079.0,80.0,0.818,0.511
6841,Existing Customer,49.0,F,1,Post-Graduate,Married,Unknown,Blue,39,6,3.0,1.0,4821.0,0,4821.0,0.746,4680.0,77.0,0.9740000000000001,0.0
6842,Existing Customer,51.0,F,2,College,Single,Less than $40K,Blue,37,4,4.0,2.0,3264.0,2508,756.0,0.887,4966.0,78.0,0.8140000000000001,0.768
6843,Existing Customer,52.0,M,3,College,Married,$60K - $80K,Blue,42,5,3.0,1.0,4565.0,1258,3307.0,0.764,4139.0,67.0,0.914,0.276
6844,Existing Customer,45.0,F,3,Graduate,Single,$40K - $60K,Blue,39,4,4.0,0.0,1765.0,1694,71.0,0.76,4803.0,72.0,0.532,0.96
6845,Existing Customer,40.0,M,4,College,Divorced,$80K - $120K,Blue,31,6,2.0,3.0,16050.0,0,16050.0,0.77,3721.0,62.0,0.512,0.0
6846,Existing Customer,49.0,F,3,Graduate,Single,Less than $40K,Blue,36,5,3.0,3.0,2188.0,1067,1121.0,0.618,4537.0,66.0,0.435,0.488
6847,Existing Customer,47.0,F,3,High School,Single,$40K - $60K,Blue,41,6,5.0,3.0,1721.0,1355,366.0,0.9259999999999999,4474.0,58.0,1.32,0.787
6848,Attrited Customer,40.0,F,1,College,Married,$40K - $60K,Blue,36,4,2.0,4.0,1737.0,1689,48.0,0.644,2459.0,43.0,0.536,0.972
6849,Existing Customer,42.0,F,3,Unknown,Divorced,Unknown,Blue,31,5,3.0,2.0,2369.0,1019,1350.0,0.691,4317.0,66.0,0.784,0.43
6850,Existing Customer,43.0,F,3,Uneducated,Single,Less than $40K,Blue,36,5,5.0,3.0,2652.0,0,2652.0,0.665,4676.0,78.0,0.773,0.0
6851,Existing Customer,52.0,F,2,College,Married,$40K - $60K,Blue,40,5,3.0,1.0,1438.3,0,1438.3,0.825,4700.0,92.0,0.7040000000000001,0.0
6852,Existing Customer,63.0,M,1,Graduate,Unknown,Less than $40K,Blue,52,6,3.0,3.0,1438.3,0,1438.3,0.8540000000000001,3913.0,78.0,0.5,0.0
6853,Existing Customer,40.0,F,4,Graduate,Married,Less than $40K,Blue,28,6,2.0,2.0,1438.3,689,749.3,0.823,4921.0,65.0,0.8059999999999999,0.479
6854,Existing Customer,60.0,F,1,High School,Single,Less than $40K,Blue,49,5,4.0,1.0,2481.0,1925,556.0,0.723,5228.0,73.0,0.78,0.7759999999999999
6855,Existing Customer,36.0,F,1,High School,Single,Unknown,Blue,22,6,3.0,2.0,9817.0,848,8969.0,0.7929999999999999,4636.0,85.0,0.848,0.086
6856,Existing Customer,56.0,F,3,Graduate,Single,Less than $40K,Blue,36,5,5.0,2.0,4255.0,0,4255.0,0.948,4606.0,79.0,0.795,0.0
6857,Existing Customer,45.0,F,2,Graduate,Single,$40K - $60K,Blue,36,5,4.0,3.0,1438.3,986,452.3,0.649,5136.0,81.0,0.8,0.6859999999999999
6858,Existing Customer,51.0,F,2,Graduate,Single,Less than $40K,Blue,36,4,3.0,1.0,4970.0,1591,3379.0,0.738,5023.0,78.0,0.733,0.32
6859,Attrited Customer,48.0,F,1,Uneducated,Married,Unknown,Blue,38,5,2.0,2.0,1438.3,0,1438.3,0.574,2171.0,38.0,0.462,0.0
6860,Existing Customer,49.0,F,4,Doctorate,Married,Unknown,Blue,39,4,4.0,1.0,2333.0,1414,919.0,0.632,5137.0,89.0,0.679,0.606
6861,Attrited Customer,50.0,M,2,Doctorate,Married,$120K +,Silver,45,6,3.0,3.0,34516.0,0,34516.0,0.7709999999999999,2573.0,55.0,0.7190000000000001,0.0
6862,Attrited Customer,43.0,M,4,College,Married,$40K - $60K,Blue,32,6,3.0,3.0,4373.0,0,4373.0,0.623,2397.0,46.0,0.484,0.0
6863,Existing Customer,41.0,F,2,High School,Single,$40K - $60K,Blue,36,4,5.0,3.0,1561.0,1169,392.0,0.573,4391.0,67.0,0.595,0.7490000000000001
6864,Attrited Customer,48.0,M,2,Unknown,Married,$80K - $120K,Blue,28,5,2.0,3.0,12073.0,0,12073.0,0.541,2400.0,52.0,0.7929999999999999,0.0
6865,Existing Customer,55.0,F,1,Unknown,Single,Unknown,Blue,42,4,5.0,3.0,1438.3,0,1438.3,0.74,4956.0,72.0,0.7140000000000001,0.0
6866,Existing Customer,41.0,M,5,High School,Single,$40K - $60K,Blue,22,6,2.0,2.0,1438.3,0,1438.3,0.56,4439.0,81.0,1.025,0.0
6867,Existing Customer,43.0,F,4,Unknown,Single,Less than $40K,Blue,33,3,3.0,1.0,2525.0,2217,308.0,0.763,4409.0,69.0,0.568,0.878
6868,Attrited Customer,47.0,F,4,Post-Graduate,Married,Unknown,Blue,42,4,4.0,4.0,6451.0,0,6451.0,0.706,2400.0,43.0,0.433,0.0
6869,Existing Customer,42.0,F,3,Doctorate,Married,$40K - $60K,Blue,36,4,4.0,3.0,4142.0,688,3454.0,0.7170000000000001,4512.0,81.0,0.976,0.166
6870,Attrited Customer,54.0,M,2,College,Single,$120K +,Blue,36,3,2.0,3.0,34516.0,0,34516.0,0.628,2329.0,47.0,0.516,0.0
6871,Attrited Customer,43.0,F,3,Uneducated,Married,Less than $40K,Blue,32,6,3.0,3.0,1897.0,0,1897.0,0.645,2866.0,47.0,0.469,0.0
6872,Existing Customer,52.0,F,4,Graduate,Single,Less than $40K,Blue,46,3,3.0,3.0,3231.0,2215,1016.0,0.515,4610.0,90.0,0.607,0.6859999999999999
6873,Existing Customer,40.0,F,4,Graduate,Married,Less than $40K,Blue,36,5,5.0,1.0,1577.0,1286,291.0,0.5710000000000001,3453.0,52.0,1.08,0.815
6874,Existing Customer,37.0,F,2,Unknown,Single,Less than $40K,Blue,27,6,1.0,3.0,3061.0,2517,544.0,0.809,5032.0,89.0,0.618,0.8220000000000001
6875,Existing Customer,53.0,M,4,Graduate,Single,$40K - $60K,Blue,36,4,5.0,3.0,2300.0,0,2300.0,0.655,4527.0,79.0,0.7559999999999999,0.0
6876,Existing Customer,56.0,F,4,Graduate,Married,Less than $40K,Blue,36,3,5.0,2.0,2796.0,0,2796.0,0.884,4536.0,81.0,0.723,0.0
6877,Existing Customer,53.0,F,2,Graduate,Married,$40K - $60K,Blue,42,3,5.0,1.0,3024.0,1649,1375.0,0.5870000000000001,4463.0,89.0,0.679,0.545
6878,Existing Customer,38.0,F,3,Uneducated,Married,$40K - $60K,Blue,36,5,5.0,3.0,5293.0,1030,4263.0,0.863,4377.0,62.0,0.879,0.195
6879,Existing Customer,40.0,F,4,Unknown,Single,Less than $40K,Blue,33,4,4.0,3.0,1964.0,1811,153.0,0.69,4699.0,81.0,0.841,0.922
6880,Existing Customer,36.0,F,2,Graduate,Single,Less than $40K,Blue,36,6,4.0,0.0,2051.0,1154,897.0,0.605,3912.0,79.0,0.7170000000000001,0.563
6881,Existing Customer,41.0,F,1,High School,Single,Less than $40K,Blue,31,4,2.0,1.0,1998.0,0,1998.0,0.7170000000000001,4637.0,68.0,0.889,0.0
6882,Existing Customer,28.0,F,1,College,Divorced,Unknown,Blue,17,5,3.0,2.0,11881.0,1488,10393.0,0.5870000000000001,4865.0,87.0,0.8909999999999999,0.125
6883,Existing Customer,41.0,F,4,Post-Graduate,Single,Less than $40K,Blue,36,5,4.0,1.0,2968.0,1873,1095.0,1.11,5171.0,85.0,0.889,0.631
6884,Existing Customer,42.0,F,3,Graduate,Married,Less than $40K,Blue,23,4,2.0,3.0,2797.0,1943,854.0,0.899,4917.0,66.0,0.784,0.695
6885,Existing Customer,39.0,F,2,Graduate,Single,$40K - $60K,Blue,34,6,4.0,2.0,13984.0,632,13352.0,0.7020000000000001,4727.0,83.0,0.66,0.045
6886,Existing Customer,49.0,F,2,Uneducated,Married,Less than $40K,Blue,36,3,4.0,1.0,2505.0,0,2505.0,0.62,4109.0,61.0,0.743,0.0
6887,Existing Customer,40.0,F,4,College,Married,Less than $40K,Blue,26,3,1.0,1.0,2972.0,0,2972.0,0.593,3840.0,69.0,0.769,0.0
6888,Existing Customer,50.0,M,1,College,Single,$80K - $120K,Blue,39,4,3.0,2.0,5856.0,2007,3849.0,0.727,4916.0,87.0,0.642,0.34299999999999997
6889,Existing Customer,44.0,F,4,Uneducated,Divorced,Less than $40K,Blue,38,6,4.0,1.0,7182.0,1774,5408.0,0.583,4294.0,67.0,0.718,0.247
6890,Existing Customer,62.0,M,2,Graduate,Single,Less than $40K,Blue,48,6,3.0,2.0,5844.0,2013,3831.0,0.478,3546.0,65.0,0.5479999999999999,0.344
6891,Attrited Customer,55.0,F,1,College,Single,Less than $40K,Blue,48,3,5.0,3.0,2114.0,546,1568.0,0.619,2578.0,42.0,0.75,0.258
6892,Existing Customer,54.0,M,4,Graduate,Single,$80K - $120K,Blue,43,3,4.0,3.0,8208.0,1256,6952.0,0.8140000000000001,4824.0,83.0,0.627,0.153
6894,Existing Customer,41.0,M,3,Graduate,Divorced,$60K - $80K,Blue,27,5,2.0,2.0,5784.0,0,5784.0,0.851,4173.0,80.0,0.86,0.0
6895,Attrited Customer,38.0,M,4,Graduate,Unknown,$60K - $80K,Blue,22,5,2.0,3.0,8632.0,0,8632.0,0.395,2221.0,40.0,0.7390000000000001,0.0
6896,Existing Customer,57.0,F,2,Graduate,Single,Less than $40K,Blue,50,6,5.0,2.0,1438.3,876,562.3,0.693,4815.0,62.0,0.6759999999999999,0.609
6897,Existing Customer,39.0,F,1,Graduate,Single,$40K - $60K,Blue,33,6,3.0,2.0,2255.0,1258,997.0,0.96,4309.0,79.0,0.8370000000000001,0.5579999999999999
6898,Existing Customer,38.0,F,2,Graduate,Single,Less than $40K,Blue,25,5,1.0,2.0,9874.0,1059,8815.0,0.664,4369.0,70.0,0.7070000000000001,0.107
6899,Existing Customer,64.0,M,0,Graduate,Single,Less than $40K,Blue,36,5,4.0,1.0,1873.0,468,1405.0,1.1540000000000001,4738.0,82.0,0.608,0.25
6900,Attrited Customer,54.0,M,3,High School,Married,$80K - $120K,Blue,48,3,4.0,3.0,3288.0,2517,771.0,0.84,2717.0,46.0,0.43799999999999994,0.7659999999999999
6901,Existing Customer,60.0,F,1,Graduate,Single,$40K - $60K,Blue,42,3,2.0,1.0,3334.0,1151,2183.0,0.752,4791.0,101.0,0.629,0.345
6902,Existing Customer,46.0,M,2,Graduate,Divorced,$60K - $80K,Blue,39,3,1.0,1.0,3299.0,870,2429.0,0.63,4904.0,75.0,0.8290000000000001,0.264
6903,Existing Customer,36.0,F,2,Uneducated,Married,Less than $40K,Blue,31,3,2.0,1.0,2754.0,1798,956.0,0.769,3937.0,70.0,0.628,0.653
6904,Existing Customer,47.0,F,2,Graduate,Married,$40K - $60K,Blue,28,5,2.0,2.0,2035.0,1620,415.0,0.838,4130.0,74.0,0.721,0.7959999999999999
6905,Existing Customer,44.0,F,4,Graduate,Married,Unknown,Blue,36,6,2.0,2.0,3979.0,780,3199.0,0.873,5024.0,69.0,0.769,0.196
6906,Existing Customer,58.0,F,2,High School,Married,$40K - $60K,Blue,53,4,2.0,3.0,2642.0,1249,1393.0,0.682,4897.0,81.0,0.723,0.473
6908,Existing Customer,53.0,F,2,High School,Single,Less than $40K,Blue,36,4,3.0,1.0,2973.0,2517,456.0,0.588,4862.0,77.0,0.45299999999999996,0.847
6909,Existing Customer,51.0,F,2,Uneducated,Married,Less than $40K,Blue,40,4,3.0,3.0,1612.0,831,781.0,0.602,4924.0,81.0,0.884,0.516
6910,Existing Customer,41.0,M,1,High School,Single,$80K - $120K,Blue,36,6,2.0,3.0,12084.0,1638,10446.0,0.695,4506.0,90.0,0.9570000000000001,0.136
6911,Existing Customer,54.0,F,1,Graduate,Single,Less than $40K,Blue,49,3,2.0,2.0,2930.0,2266,664.0,0.7340000000000001,4752.0,72.0,1.3230000000000002,0.773
6912,Existing Customer,46.0,F,2,Unknown,Married,$40K - $60K,Blue,38,6,3.0,1.0,1963.0,1112,851.0,0.7609999999999999,4821.0,67.0,0.763,0.5660000000000001
6913,Attrited Customer,50.0,F,2,Unknown,Single,$40K - $60K,Blue,36,3,3.0,2.0,2762.0,0,2762.0,0.684,2571.0,44.0,0.419,0.0
6914,Attrited Customer,49.0,F,3,Post-Graduate,Single,Less than $40K,Blue,35,5,1.0,2.0,2214.0,915,1299.0,0.5329999999999999,2144.0,51.0,0.545,0.413
6915,Existing Customer,39.0,F,1,High School,Single,Less than $40K,Blue,33,6,3.0,2.0,2292.0,1839,453.0,0.675,4043.0,72.0,0.674,0.802
6916,Existing Customer,45.0,F,2,College,Divorced,$40K - $60K,Blue,27,6,3.0,2.0,2901.0,2384,517.0,0.7170000000000001,3835.0,78.0,0.5920000000000001,0.8220000000000001
6917,Existing Customer,48.0,F,3,College,Single,Less than $40K,Blue,30,4,1.0,1.0,2865.0,1523,1342.0,0.605,4609.0,79.0,0.7559999999999999,0.532
6918,Existing Customer,31.0,F,0,Post-Graduate,Single,Unknown,Blue,18,3,2.0,0.0,3934.0,1911,2023.0,0.723,4143.0,82.0,0.8640000000000001,0.486
6919,Existing Customer,57.0,F,2,Unknown,Single,$40K - $60K,Blue,45,3,4.0,3.0,2428.0,932,1496.0,0.768,4823.0,62.0,0.8240000000000001,0.384
6920,Existing Customer,43.0,F,5,College,Married,$40K - $60K,Blue,31,5,1.0,1.0,5302.0,1136,4166.0,0.8170000000000001,4883.0,68.0,0.581,0.214
6921,Existing Customer,41.0,F,4,High School,Married,Unknown,Blue,30,5,2.0,2.0,9139.0,1620,7519.0,0.773,4675.0,78.0,1.1079999999999999,0.177
6922,Existing Customer,48.0,M,5,Unknown,Married,$40K - $60K,Blue,38,4,4.0,1.0,5219.0,1081,4138.0,0.568,3481.0,78.0,0.625,0.207
6923,Existing Customer,52.0,F,2,Graduate,Single,Unknown,Blue,43,5,2.0,3.0,10351.0,1356,8995.0,0.828,4572.0,76.0,1.054,0.131
6924,Attrited Customer,43.0,F,2,Uneducated,Divorced,Less than $40K,Blue,30,3,3.0,4.0,6811.0,0,6811.0,0.677,1937.0,39.0,0.56,0.0
6925,Existing Customer,27.0,F,1,Post-Graduate,Married,Less than $40K,Blue,13,3,2.0,2.0,1438.3,990,448.3,0.715,3855.0,73.0,1.147,0.688
6926,Existing Customer,39.0,M,1,Graduate,Single,$40K - $60K,Blue,33,6,1.0,2.0,2255.0,0,2255.0,0.73,4412.0,81.0,0.884,0.0
6927,Attrited Customer,55.0,F,3,Unknown,Single,Less than $40K,Blue,45,4,3.0,4.0,1741.0,0,1741.0,0.84,2546.0,42.0,0.4,0.0
6928,Attrited Customer,54.0,M,2,Uneducated,Married,$60K - $80K,Blue,35,4,3.0,4.0,2189.0,382,1807.0,0.884,2750.0,51.0,0.594,0.175
6929,Existing Customer,40.0,F,3,Uneducated,Single,Less than $40K,Blue,36,6,1.0,3.0,2040.0,1084,956.0,0.672,4751.0,80.0,0.818,0.531
6930,Existing Customer,51.0,M,3,College,Married,$80K - $120K,Blue,40,6,3.0,3.0,1844.0,1232,612.0,0.588,4182.0,71.0,0.6509999999999999,0.6679999999999999
6931,Existing Customer,53.0,M,3,Graduate,Single,$60K - $80K,Blue,43,5,3.0,3.0,8404.0,1498,6906.0,0.922,4811.0,56.0,0.556,0.17800000000000002
6932,Existing Customer,47.0,F,3,Uneducated,Married,Less than $40K,Blue,36,5,1.0,1.0,1438.3,0,1438.3,0.647,4443.0,86.0,0.83,0.0
6933,Existing Customer,42.0,M,4,High School,Single,$80K - $120K,Blue,28,3,3.0,3.0,1944.0,1804,140.0,0.723,4682.0,90.0,0.667,0.9279999999999999
6934,Existing Customer,38.0,F,2,High School,Married,Less than $40K,Blue,36,6,4.0,3.0,1438.3,0,1438.3,0.6409999999999999,4707.0,88.0,0.6920000000000001,0.0
6935,Attrited Customer,49.0,M,3,Doctorate,Single,$40K - $60K,Blue,37,5,2.0,3.0,4354.0,0,4354.0,0.738,2750.0,59.0,0.6859999999999999,0.0
6936,Existing Customer,51.0,F,1,High School,Married,Less than $40K,Blue,36,3,4.0,2.0,1857.0,1033,824.0,0.95,5149.0,90.0,0.636,0.556
6938,Existing Customer,40.0,M,4,Graduate,Married,$60K - $80K,Blue,35,5,4.0,1.0,9974.0,2185,7789.0,0.852,4680.0,87.0,0.6729999999999999,0.21899999999999997
6939,Existing Customer,47.0,F,2,Uneducated,Single,Less than $40K,Blue,42,3,1.0,2.0,2271.0,2154,117.0,1.13,4150.0,69.0,0.865,0.948
6940,Existing Customer,45.0,M,2,Uneducated,Unknown,$40K - $60K,Blue,37,6,4.0,1.0,2811.0,1630,1181.0,0.847,4275.0,78.0,0.733,0.58
